,location,date,word_count,latitude,longitude,source,source_id,description,country,shape_class
221774,5199430,1997-04-02 20:15:00,67.0,37.6806,-92.66379,2.0,S02125,"Summary : A giant red ball of light( about 5 time the size hale-bopp was)flew across the sky at well over 1000MPH.

I and my friend saw a huge ball of red lightblaze across the sky to the west, it wasatleast 5 times the size of hale-boppit moved at a tremendous amount of speed and thendisappeared without ever touching the ground.
Shape: Sphere
Duration: a few secs.",US,
96234,5477425,2014-07-11 21:04:00,216.0,49.25014,-84.49983,1.0,57914,"two lights looking like orbs flying at each other

my dad and I went out on the balcony to have a smoke and I noticed a white light off in the distance like 2 miles in the sky to the right of us I watched it fly slow like a plane but there was no noise like a plane when it came closer as it went past the tree I ran inside got my shoes on then ran out front to look for it I walked toward the road and looked back at my building and I noticed it was flying above over my building now I watched it fly west over as it went over another apartment building another white star orb was flying towards the one I was watching fly flew at each other it looked like they were gonna crash into each other but they didn't the one I 1st saw got 10 feet away then vanished the 2nd one I seen after it passed like 10 feet after passing it it turned off its light then it looked black put both hands together infront of you and close one then open at the same time close the other and that's how it flew then turned left (north) finally going up and dissapeared",CA,
97153,5198960,2014-07-02 00:00:00,305.0,31.33824,-94.7291,1.0,67091,"{rjl} my son and girlfriend also witnessed ...red glowing pulsing light changed directions rapidly left then returned

we were at the zoo. this object came above us....circled a while
then left
flew off and a weird angle
then it returned a short while later
circled again and left again
my son noticed it the second time

this is NOT the only time however.
I feel I have been abducted repeatedly.
including implanted
I feel they have a relationship with me
and they have explained many things to me
such as the reasons behind their dna grabbing.
I think I have had implants, experimentation
multiple abductions
and I even had a shape shifting entity come right into my bedroom.

this thing looked human at first
then shifted into a dragon like being complete with a tail and snout

most people are afraid of them
I am not
I understand why they do what they do
and have undergone some strange things personally
they put me once into a vat of liquid with other people
they told me to inhale the liquid for it was to replace the air in my lungs in order for long space travel

one took me to mars and showed me a garden in a glass dome
I realized as I was looking at this garden I was holding hands with someone

I looked down
and it was a grey.
He had 3 fingers and a thumb

I need someone to talk to ...these events have led me to question my own sanity
they speak to me at random directly into my brain
they have told me things no one could know.
PLEASE HELP ME.
I am not afraid of these beings
I am afraid for my own sanity

I would also mention
my aunt, grandfather, and mother have seen things too.",US,
223277,5204761,1996-08-04 07:00:00,5.0,40.90837,-90.28485,4.0,127396,One oval object was observed.,US,
265558,5219507,1967-07-18 12:00:00,2.0,39.00039,-75.49992,7.0,BB-11893I,Result: Re-entry,US,
44232,5208568,2018-07-06 23:00:00,64.0,40.68677,-73.37345,2.0,S142124,"We saw a bright, orange object travelling across the sky, silent, almost as if on fire, but was not..just extremely bright yellowish/orange circle, like a ball. Nothing like I ever saw! Fast, clean line as if like a plane, but not a plane. Round, bright, like fire.
Shape: Other
Duration: ~3 minutes in sightl
Characteristics: There was an aura or haze around the object",US,
295170,5188046,1951-03-08 08:40:00,18.0,,,4.0,016109,An object was tracked by radar. One object was observed by military witnesses for nine minutes. Explanation: Aircraft.,,
9079,5189893,2021-06-13 20:15:00,45.0,38.58157,-121.4944,1.0,122365,"Black Spheres

As I was out walking I took a picture, with my IPad Mini, of an aircraft flying overhead and later on noticed these black spheres in a u-shape surrounding it. I was surprised as I didn’t notice them when I took the picture.",US,
96392,5509056,2014-07-07 22:00:00,82.0,39.25024,-111.75103,1.0,62322,"{dr}camping at dusk falling asleep, very bright light over truck trying to fight off sleep that all

camping 5 miles west I-80 on the west side of cedar mountain over looking valley towards Knols sand dunes, at dusk i was falling asleep in my truck, a very bright yellow/orange light lit up the ground around me. then i felt forced into a sleep. i thought this light is coming from above me rather from
the ground. no sound then sleep, no dreams",US,
216202,5205731,1998-11-17 04:00:00,206.0,37.25022,-119.75126,2.0,S04963,"Short duration UFO seen descending from approx 45 degrees above Northern horizon in a strange back and forth motion. Slowly lost luminosity and disapeared.

I was watching the Leonid Meteor Shower from Joshua Tree not far from interstate 10 freeway (i could see freeway in the distance). Facing the freeway (North) at approximately 4:00 am, my attention was drawn to a rather bright star-like object in motion. I would guestimate the magnitude of this object was a -1 or about the brightness of Sirius. It was slowly descending towards the mountains in the distance. Now I have seen many objects in the night sky that I could easily explain such as Meteors, planets, artificiall satellites, airplanes, etc.. But this object did not 'act' like any of these. It was moving side to side as it descended, reminding me of a falling feather. As it descended it also seemed to be loosing some brightness but basically dissapeared very unexpectedly. The duration of this sighting was less than a minute. Conditions were mostly clear with some clouds moving in from the West. Interestingly, as I saw this object, meteors simultaneously streaked by it but my attention was focused on this strange light.
Shape: Light
Duration: appr. 30 sec.",US,
233116,5193810,1990-10-26 14:00:00,15.0,30.35714,-87.16386,4.0,114684,Silver disc emerges from swirling cloud. Ed Walters takes one polaroid photo before fleeing scene.,US,
190476,5189364,2004-04-24 16:30:00,386.0,33.9526,-84.54993,2.0,S42539,"I saw two pink triangles at about 4:30pm in Marietta, GA, on April 24, 2004, which moved in unison then disappeared into the clouds.

April 24, 2004, in Marietta, Georgia, was a beautiful, sunny, spring day. 

At about 4:30pm, I was lying on my bed, just looking up through my bedroom window (which has no blinds or shades), at the clear blue sky and a few puffy white clouds. All of a sudden, I noticed TWO PINK TRIANGLES way up in the clouds. I could not judge the distance, but it was very high...high enough for airplanes to fly, as I have seen many times before...but I knew these were not airplanes! 

Continuing to watch the TWO PINK TRIANGLES as they moved in close proximity to each other...I was trying to figure out what they were. I knew that they were not balloons...as they did not move with the wind...nor were they kites...which could easily be blown about as well. These either stayed stationary, or they moved in unison to the left, then right, and then up. Finally, they disappeared into the clouds.

Immediately phoning my cousin in Darlington, PA to report what I had just witnessed, a short time later while still on the phone, I was astonished to see the TWO PINK TRIANGLES reappear in the sky. I observed them again, for about 5 or 10 minutes, and then they disappeared into the clouds, never to be seen again.

Having seen many programs on TV about UFO's, I knew that what I observed were very unusual. Never before had I heard of a UFO described as a PINK TRIANGLE. But I knew what I had seen was NOT an airplane, balloon, kite, or anything else I have ever seen before. I felt in my gut that what I had seen was very definitely a UFO! 

I am a Doctor of Chiropractic and I live and practice in Marietta, GA. I have no history of hallucinations, nor of seeing UFO's. My professional education has taught me to make objective observations of scientific evidence, and not to jump to conclusions until all the facts are in. However, I am quite convinced that what I observed on April 24, 2004 were, in fact, TWO PINK TRIANGLES THAT COULD ONLY HAVE BEEN UFO's.
Shape: Triangle
Duration: 30 mins.",US,
238286,5193795,1986-04-26 00:00:00,192.0,60.0,100.0,3.0,1a4l8y5,"Object Observed After Chernobyl ExplosionJerry Washington:
April 26, 1986; Chernobyl, Ukraine, Russia
On the night of the fire in the Chernobyl Nuclear
Power Station, some 3 hours after the explosion, a
team of nuclear specialists saw in the sky over the
station a fiery ball of the color of brass. The
witnesses estimated its diameter as 6-8 meters and its
distance from the burning nuclear reactor No. 4 as
some 300 meters. Just before the observation these
specialists measured the level of radiation in the
place where they were standing. It was measured at
3000 milliroentgens per hour. ""Suddenly two bright
rays of crimson color extended from the ball to the
reactor... This lasted for some 3 minutes... The rays
abruptly faded and the ball slowly floated away in a
north-westerly direction, towards Byelorussia. Then we
again looked at our radiation monitor. It displayed
only 800 milliroentgens per hour...""

BODY {font-family=""Arial""}
TT {font-family=""Courier New""}
BLOCKQUOTE.CITE {padding-left:0.5em; margin-left:0; margin-right:0; margin-top:0; margin-bottom:0; border-left:""solid 2"";}One

month earlier it was reported that there was rising
number of UFO observations in the area of the
Chernobyl Nuclear Power Station.

Detailed reports and
documents
reports/860426chernobyl_washington.htm
wiki/Chernobyl_disaster (Wikipedia)
world-nuclear.org/info/chernobyl/inf07.html",RU,
81157,5231826,2015-07-07 23:30:00,200.0,21.09363,-157.02613,1.0,71712,"{rjl} i saw something come out of the fling object i t walk around my yard and i closed my eyes and look out again and it saw me and we stared at each other and it slowly walked away

i was playing on my computer when i heard some thing outside so when i looked out the window there was a floating object it was huge it landed on the beach close to where i live and i saw it walk into my yard then it look at my strait in my eyes and i got scared and didn't look at it and turned my back thn i look again and it was taking off and leaving and i was soo scared at that time because i thought it was going kill me but it didn't i praised the lord that it didnt happen.the lights on the object caught my attention then i thought to myself and said that it was a ufo because at night there are no planes fling at night so i knew it wasn't a plane or helicopter.i lost sight of it when it flew over my house and it just shot in to darkness.",US,
105108,5207265,2013-12-24 20:15:00,92.0,46.73127,-117.17962,2.0,S105675,"Orange orb

round orange light (kind of glowing) with a brighter orange light just beneath moving in a straight line parallel to the planes on their glide paths using the airport. Watched for a few minutes as it got farther away it was harder to see the glow but the brighter light was still visible. There was no sound at anytime. Thought it might be a balloon but you can heart he burner when it is opened.
Shape: Circle
Duration: 5 minutes
Characteristics: There was an aura or haze around the object",US,
145533,5195778,2011-05-05 23:05:00,373.0,43.54997,-96.70033,2.0,S81152,"Three brillant white lights going one direction and stopping and two red chevron shaped objects going near opposite course

On 5/5/11 at 2305 from a position of approximately 43.82 N 96.71 W looking due south, 180, I saw a brillant white light. I inititally only saw one because of a tree line so I thought it was just a satellite. I took a few steps to the side and that's when I saw all three brillant white lights in a perfect triangle formation. As I was looking due south, they were moving across the sky on a heading of about 030. I wasn't sure what to make of it at first, one, I've never seen three satellites in such a formation, two, I've never seen a satellite so brillantly bright, let alone three in such a formation. The lead point on the triangle stopped and the other two lights caught up and also stopped forming a perfect line. They hovered there for about 30 seconds and then the lights went out completely. About two seconds after that two, red, chevron shaped craft in near perfect formation entered heading approximately 220. I was just letting my dog out, I own a C! anon 20D and 40D and obviously, that late at night, simply letting the dog out, I didn't have my camera on me. I wish I could have gotten a picture for you. In all my years in aviation I have never seen such a thing. There was zero commercial, general aviation, or military aircraft around at the time, not a single port or starboard light, no anti-collision lights, just the event that occured. The wind was light and variable at the time, visibility unlimited, and I did not hear any sound, the altitude they were at had to easily be above 40,000 feet (FL400). I've seen countless meteors, during the summer, my kids and I lay outside on the grass and watch. Our favorite is the Perseids showers in August, these two red chevron shaped objects were not meteors. We've also seen the space shuttle begin its rentry into the atmosphere over California and Nevada, it was nothing like that.
Shape: Chevron
Duration: 2 Minutes
Characteristics: There were lights on the object",US,
149763,5194775,2010-11-04 19:30:00,159.0,36.67774,-121.6555,1.0,26373,"Large object went horizon-horizon in 30 secs extremely bright & changed color

I was outside at 7:30 PM PDT observing aircraft with binoculars from my house, which is on a ridge at 630' elevation. It was a cloudless, windless, moonless night.

I observed a bright white circular light travelling southwest to northeast from horizon to horizon in a straight line. I first thought the object was an aircraft, but the object appeared larger and brighter than Saturn and had no navigation lights. It was moving several times faster than commercial jets and was also faster and much brighter than any satellite that has been seen from the same location. 

The object went horizon to horizon in less than 30 seconds. There was no noise heard. The object remained bright white for a few seconds after passing overhead, then changed color from a bright white to a dull orange. I continued to observe until I could no longer see it.",US,
183762,5244913,2005-07-07 00:00:00,124.0,36.78555,-108.68703,2.0,S44863,"Blue Neon Craft

Well, around about after midnight my cousin and I were sleeping on the trampoline. We observed a very unusual event that will transformed our lives forever. Out of nowhere a neon blue circular craft came in our view. We immediately wanted to tell our parents, but we were so afraid to move. So we just observed the object to see what will happen. The light began to slowly fade away. As it was fading away it took off across the sky like a falling star.. And it disappeared.

((NUFORC Note: Witness elects to remain totally anonymous. PD))
Shape: Circle
Duration: 2 minuties
Characteristics: The object left a trail, There was an aura or haze around the object, The object changed color",US,
249154,5195572,1977-07-04 22:00:00,442.0,47.32232,-122.31262,2.0,S76917,"Close sighting, able to see bottom of craft well, hovered for at least 15 minutes just at the top of the poplar trees

This was either 1976 or 1977, I can't remember exactly, I was quite young at the time.

It was our annual neighborhood 4th of July party at the end of the dead end street. A forested area surrounded the end of the street. I was sitting in a lawn chair watching fireworks down on the street (the neighbors yard was up on a small hill), when I noticed something coming across the sky from the east. I knew it was far too high to be a firework, and the object was getting brighter as it got closer. It was coming what I perceived as slowly, so at first I thought it was some kind of air plane. I was just surprised at how bright it was getting and close to be a small plane, since it was too close to be a commercial jet. I don't really remember much sound either, no engine sounds for sure. When it finally reached us, I saw it was a circular craft. It hovered right above the poplar trees at the end of the street where we were all gathered! Amazing, I was really amazed since my father watched Star Trek and being so young I was thinking it was something from the show....I could see the bottom of it, it hovered there with a very quiet sound, a quiet humming but not like any engine I had ever heard(boat,plane,car,tractor, ect). It had different color lights on the edges on the bottom. The lights circled around the perimeter of the bottom at equal distances. It hovered there for at least 15 minutes that I can remember. It was close. I'm not good at estimating size, but I have a Ford F250 now, and you could fit three of them in the diameter of this craft easily. The most amazing thing was its departure. This is when reality hit me that this was not something from TV, even though I was only 6 or 7 years old. It started to ascend upward, somewhat slowly, but then suddenly it just shot extremely fast straight up above the earth, and became just visible like a small star within just a few seconds, and then I totally lost view of it. I have never seen or heard of any mechanical thing moving this fast in my life ever since I saw that.

((NUFORC Note: Witness indicates that the date of the sighting is approximate. PD))
Shape: Circle
Duration: 20 minutes
Characteristics: There were lights on the object",US,
226074,5194525,1995-07-20 22:25:00,19.0,47.48288,-122.21707,2.0,S00629,"Man (pilot, astronomer) witnesses very bright obj. moving fast across sky. Disappeared from sight behind trees.
Duration: 15 sec.",US,
138527,5209499,2011-10-30 19:00:00,483.0,57.05315,-135.33088,1.0,74326,"{dr}A circular craft pure white hovering 500ft off water, darting twice once staying at same level and once at 45angle into water, included black helicopter next morning

I just got back from my fishing season and was staying at my friends place. It was evening time and my friend and I just got back from the store, the house is located on the bay and is a two story building. As I was walking through the living room I noticed an extremely bright white light outside over the bay, at first I thought it was a reflection on the big bay windows but it seemed strange so I walked up to the window and cupped my hands on the window. It was then that I knew whatever I was looking at wasn't a reflection, star, or moon. It was absolutely unmistakable for anything else. This craft was hovering about 5 or 600 ft off the water, it looked like a perfect circle and just sitting there, it was the brightest pure white I'v ever seen but not hard to look at, not like looking into the sun. As it just sat there a few moments and just as I was saying to myself, ""what is this thing"" it darted about 300ft to my left headed in a southwest direction, then stopped staying at an altitude of about 500ft. Then again shot strait towards the water back into the bay at a 45 degree angle right into the water, or so it seemed, it was just gone, no noise, splash, nothing that I could hear but I was inside. Every time it ""jumped"" or darted it left a tracer behind it sort of like if you wave a glow stick real fast at night it will leave streaks. I couldn't believe what I had just witnessed and ran over and got my friends from the other room telling them what I just saw but what I was surprised to hear is that right before we got back from the store my friends girlfriend said that she thought she had seen something darting around over the bay but when she approached the window she saw nothing. The craft was at least in the area for 20 minutes, my viewing lasted no longer than 2 min. Next morning we were sitting outside on the porch drinking coffee discussing the sighting from the night before when we heard a helicopter getting louder and louder until we saw it flying right over the top of the house heading strait back into the bay where I saw the craft dart down into the water. I'v lived in this area most of my life and have never seen an all black chinook (double prop) military helicopter. For me this only added to confirm what we saw the night before. This is one sighting that was absolutely unmistakable for anything else.",US,
38513,5475005,2019-01-20 21:00:00,37.0,36.17534,-85.67498,1.0,97957,"{jpg} Started as one glowing orb

Started as one glowing orb and I could see a Chevron shape. As it moved it became three bluesh lights,and a triangle shape. Watched until it shot up into the stars.",US,
192745,5189013,2003-12-01 07:10:00,381.0,37.33939,-121.89496,2.0,S33571,"Bright object seen in sky while driving to work. Shaped like an upside U.

I was at a stop light on my way to work on 12.1.03. I was looking at the clouds because it was a nice day w/lot's of clouds. I seen an object high in the sky that struck my eye because it was bright and amongst grey clouds. The best way I can describe it was that it was like a U shaped light bulb, floursent. it was like a u upside down w/two long parallel shafts. I couldn't really see the top part so it may not have actually been U. I looked to see why it was so bright and seen the sun peaking through the clouds but it couldn't explain in my mind why it was shinning. it wasn't a reflection type of shine. it was throughout the object and did not flicker. It was almost like a giant luminous light bulb. It was like the light was the object.

I could tell it wasn't moving because the clouds were moving through it or around it. I sat and watched this for the few minutes that I sat at the light. I noticed the women in the car next to me notice it as well. I sat there focused on the object trying to logicly justify what it was but could not. The light then turned green and I had to drive on. I tried to look for it as I drove but when I got that chance to look up it was gone. I am new to the area and I heard there is an air base near by. It did not look like anything we would be flying??? I have never seen an object in my 32 years of life that struck me like this. It was as if as soon as I seen it I thaught ""wow, i'm looking at a ufo"". I wasn't freaked out or scared but felt very peaceful. I told as many people as possible when I got to work. They looked at me like I was crazy but I didn't care. I kept telling it over and over. Maybe it can be explained but the feeling it left me w/can't be.
Shape: Other
Duration: 3+/- minutes",US,
21825,5193164,2020-04-24 22:32:00,242.0,51.75368,-0.44975,1.0,108147,"Lyrid meteor - saw none but saw this odd object

Hi - I was wanting to see the lyrid metoer showers, I have been going out each night this week to look but only caught 1 the entire time. I went out last night as its the last night to see them at the peak.

I went out 2 or 3 times & saw the usual satalites that go past, I saw one going NW at 10:32pm - I know this as I put my phone on charge as I went out.
I though just another satalite, it was slow, I was looking when I noticed a slight trail & a second light traveling along side, I'd say roughly 2 inches if you held you arm at length, they were horizontal, 
then quite quickly it moved to longwards & sped up - a dramtic speeding up as it went over the sky in what must of been a couple of seconds.

I couldn't get anybody to witness it in time, the whole event was over in a minute, maybe 1min 20 odd seconds, I knew this was a odd sight becuase my hands were shaky - more through annoyance that I could noy get a camera but also the thought of what was that??? 

Hope this is of some use, I'd like to know what this was as it was odd but given the currant times its refreshing & exciting to witness.",GB,
157484,5294890,2009-11-22 00:00:00,432.0,,,1.0,21064,"Dreamed on night of 11/22/09 of a spiral in the night sky with a spiral coming out of it.

On the night of Nov. 22, 2009, I had a most bizzare dream of being in a place and going outside and telepathically being told to lay down on the ground and look up. As I did, A large square shaped sort of opened up the sky, a sort of portal I suppose. At that time I saw inside of the openeing two discs which counter rotated and passed through each other. They came to a point where they would reverse course and repeat. I saw some stars in the background of this opening but they were of a different resolution than the others that were not in the opening in the dark sky. Immediately thereafter, a large spiral formed inside of the ""portal"" and another smaller spiral came from the center of this larger one and came to just above where I was laying on the ground. The reason I am reporting this is because on the early morning of December 9, 2009 there was a similar sighting over Norway that was said to be a Russian Bulava rocket launch which had failed creating the two spirals. When I saw this, I was intrigued and actually quite stunned because, it was basically, a reverse of what I had dreamed. I felt it was a strange synchronicity of sorts. In my dream there was the ""opening"" in the sky first followed by the large spiral and then the smaller spiral. In Norway, it was reported in reverse. It was first the small blue spiral, then the large spiral, then the black hole looking image as the spiral dissipated. Not a conventional sighting, but something strange has happened and I feel it is beyond statistical probability to be a coincidence. I was so taken by my dream, that I entered the details into my dream journal immediately upon waking. When the Norway event occurred I called my father right away to tell him about the spiral in Norway and then to read my description from my dream journal. Additionally, and unrelated, my two daughters witnessed twice int the same morning, roughly one week ago, a definite ufo which my daughter snapped a nice photo of with her iphone. I will ask her to submit it and fill out a report. I just happened to stumble onto this site from Google and felt compelled to report my incident. Although not a conventional ""sighting"", I felt it had a definite connection to extraworldly phenomena. Kindly, Joe",US,
41075,5188062,2018-10-13 10:58:00,3.0,41.25626,-95.94043,2.0,S143514,MADAR Node 132,US,
129983,5387049,2012-06-16 23:00:00,47.0,35.55152,-97.4072,2.0,S89664,"strobe light in the southern sky!

a light in southern sky that flashes approx every 43 seconds. i have seen this light for the last 4 days. it is located just left of virgo. It seems to move slightly from day to day.
Shape: Light
Duration: 1:35",US,
2404,5192068,2022-04-13 13:00:00,89.0,35.7721,-78.63861,1.0,122588,"4 gray objects

I was looking at some photos which had been taken by NASA on my computer I was looking at some in South Carolina. There was a computer tag which you could put in things to look at. . It was labeled what do you want to see. I typed in UFO and lo an behold 4 UFOs appeared on the film. They were small. The pic was taken from a satelitte I assume. I would have though that they would have erased all items like that.",US,
155646,5198860,2010-04-14 22:20:00,106.0,26.13397,-80.1131,2.0,S75021,"Dim light moving south to north

it was a dim light round in shape moving from south to north i live near an airport so i see planes all the time and this was no plane they come in east and west i called a freind that lives in palm beach to see if he can see it but he did not this is the first time ive ever seen anything like this i will always keep my eyes to the sky now i have video on my phone but cant pull it off
Shape: Light
Duration: 40 mins
Characteristics: There were lights on the object",US,
4229,5294839,2021-12-28 21:00:00,75.0,,,1.0,120274,"watch the video - light that rotated like a Wankel engine

Watch the video - light that rotated like a Wankel engine - some of the movement is my unsteady hand on the phone but what caught my eye was that it looked like a star but it oscillated . When I took video to get a better view, the results speak for themself. not sure what it is but interesting. Would like some insights.",US,
253478,5621893,1974-12-02 12:00:00,24.0,45.00015,-62.99865,10.0,oz391l,"1 object; round red light with flashing white light; straight flight with several abrupt reverses. could abruptly reverse direction

City: New Albany
Shape: round",CA,
145039,5188511,2011-05-27 15:30:00,40.0,46.60207,-120.5059,2.0,S81537,"4 objects floating above yakima wa.

There were 4 chevron shape objects in sky flying in unison hovering as if they were hanging on strings
Duration: 20 min
Characteristics: There were aircraft in the vicinity or aircraft chasing the object",US,
65971,5205046,2016-08-02 00:00:00,336.0,41.11078,-112.02605,1.0,78132,"{dr}Similar to Event reported in MUFON Report 78101

A similar UFO to last night appeared again at 280 degrees West of our location. Tonight we attempted to use a telescope to view the object and although the telescope was centered on object, only blurred light showed through. Viewed through binoculars at 10x50 magnification. We were able to see a disc shaped object, flat at a 120 degree angle with lights on top and bottom in the middle of the disc. The top light was brighter and white, the bottom light strobed blue, red, green and yellow-orange in a random order. The object moved up, down, sharply to the left and right and at odd angles. A second object of similar make, but further away came in about 20 degrees from the horizon and from approximately 220 degrees SSW. It moved North of the brighter object and up to approx 30 degrees and remained located at a 120 degree angle from the object at approx 310 degrees WNW of the main object. It moved in a similar but random pattern once it came across approx 10 mins after sighting of the first UFO. Two Air Force fighter jets were in the sky flying in a circular pattern around the UFO at approx 18 degrees to the horizon, never moving higher. An Air Force surveillance plane was seen crossing the area from the North. None of the aircraft landed at Hill AFB, 1 mile east of our home that we could tell. The fighter aircraft moved off after 12 mins to the south away from the base and the surveillance plane appeared to be on a heading to Salt Lake International Airport where an ANG base is also located. It was in the area of the UFO for no longer than 8 mins. We observed the UFO for one hour, six minutes before going in for the night. Four of us viewed the objects through the binoculars and all agreed on the shapes and colors we were seeing.",US,
247371,5248818,1978-03-29 22:30:00,1.0,46.15033,13.34643,4.0,117422,,IT,
125092,5201383,2012-09-08 19:00:00,157.0,36.69153,-79.87254,1.0,42557,"(GS) Very Bright,Squarish in apperance seemed to be going away from me.

I was traveling from Martinsville va. to Durham nc.on Rt29 east going to Rt86 south to NC.There was a short storm with a moderate rain fall.After the rain, there was a rainbow with gray clouds and an area of orange tipped clouds with the orange area a rainbow appeared.I was more interested in the rainbow and took a pic with my cell phone camera.I then notice a bright white spot next to the rainbow and took another picture.I was not sure if I captured the object.I have 2 pictures one with just the rainbow,the other with rainbow and object.The object appeared to be traveling west and I was heading east causing me to loose sight.I think this took less then a minute.My feeling are of being not sure of what I saw,and after getting to Nc And looking at the picture Iam still not sure.",US,
24567,5215803,2020-03-05 20:25:00,61.0,38.94312,-84.54411,2.0,S154113,"We saw 15 to 20 lights flying in a perfect line they all had the same space between them looked like they were coming out of the moon there was no sound at all I have never seen anything fly that way they never started to fall and never stopped flying in a perfect straight line
Shape: Light
Duration: ~5 minutes",US,
230150,6031255,1993-03-30 12:00:00,22.0,54.75844,-2.69531,11.0,DEFE-24-2086-1,"1 glass bottom object with 2 rows of bright lights along its side, stationary then moved

Catalog Entry: DEFE-24-2086-1
Shape: ""glass bottom""",GB,
138487,5199653,2011-10-31 19:10:00,192.0,33.19587,-117.37948,1.0,33038,"Two Bright lights Vertical of each other disappear before eyes

My boyfriend, kids, girlfriend and her kids were trick/treating. When my friend pointed to the sky. We saw two extra bright lights near a third but less bright star. We assumed they were stars. It was a clear cold night and the entire sky was visible and they were some of the only stars visible. I watch the sky often at night and because of light pollution normally many stars are not visible. Only super bright planets and such. I immediately told my friend that those bright stars looked unnatural. I said wow those are so bright and not unusually in sky. 
As we were talking, the lower right star-orb-light thinging began to wobble a little and then fade, disappearing before our eyes. My friend said did you just see that. As we were looking and talking in disbelief the second orb-light did the same thing. We could not believe our eyes and confirmed many times what we had just saw. It was trully bizarre. Now i see we are not the only ones who have described what we saw almost exactly.",US,
83154,5215134,2015-05-30 21:50:00,278.0,42.85006,-78.79975,1.0,65983,"{dr}We thought that this was fireworks because it was rising,climed and went going over my home almost straight up.Then slowed down and appered to be stationary for awile the took off South going further and was gone;vanished.

We were watching a movie on television. We say a light that looked like a fireworks rocket outside our window.Rocket type of fireworks. The object kept rising above our neighbors tree then rose well above the tree and took off to a higher elevation looking like it was on fire.That's exactly what we thought was going on with this craft.It almost stopped for a few seconds then it kept climbing toward our moon and vered toward the south very sharply went up and just vanished.Shock and awe ,In my 68 years on this Earth myself and my wife still are in shock and still discussing it with our family.My son was over at this time and watched this as well and was also amazed.The object went up at a higher elevation toward the clouds south and just disappeared.We were expecting Thunderstorms all evening in WNY but none in our area occurred.We just had slight cloud cover where we could see the moon and no wind at all.We at first thought the object was fireworks then thought that it could be a Helicopter but it made no sounds AT ALL.Frankly we do not know what this was.I am along with my wife and son still confused at all that went on this evening.we have several pictures on our digital camera I do not know how to transfer to the computer.They have been saved so they are still on file in the camera",US,
163913,5194529,2008-12-22 18:45:00,123.0,33.6603,-117.99923,2.0,S67587,"At approximately 6:45pm on December 22, 2008 I went into my back yard to smell the fresh air. I looked up and noticed some clouds and several stars. The stars were moving west and I noticed the Big Dipper. I then saw something that looked like a star moving North. I thought it might be a plane but wondered how high a plane would have to be to look like a star. I lost sight of it for 2 minutes behind some clouds. As the clouds moved I could see it again moving South. Again I thought it must be a flight pattern but I dont know. I saw only a white light. No red or flashing lights.
Shape: Light
Duration: 12 minutes",US,
274985,5214728,1963-11-02 12:00:00,2.0,40.00032,-86.25027,7.0,BB-8614,Result: Meteor,US,
105491,5207348,2013-12-13 05:15:00,30.0,35.65283,-97.4781,2.0,S105368,"The shapes drifted across the sky. They were triangle with an orange light center. They drifted across the sky then some turned black then disappeared.
Shape: Triangle
Duration: 5 minutes",US,
5943,5276160,2021-10-21 05:20:00,40.0,,,2.0,S165017,"Green string lights in a rectangle form about 25 green lights then the lights got so strong and off
Shape: Rectangle
Duration: 20 seconds
Characteristics: There were lights on the object, The object left a trail, The object changed color",US,
